LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry
41.67083,-87.46518,333.77,0.39,0.36,2025-06-01,0744,N,VIIRS,n,2.0NRT,280.33,2.13,N,POINT (-87.46518 41.67083)
41.63638,-87.14236,331.64,0.39,0.36,2025-06-01,0744,N,VIIRS,n,2.0NRT,284.73,3.52,N,POINT (-87.14236 41.63638)
41.63829,-87.13225,333.52,0.39,0.36,2025-06-01,0744,N,VIIRS,n,2.0NRT,282.02,1.79,N,POINT (-87.13225 41.63829)
41.64298,-87.14059,343.29,0.39,0.36,2025-06-01,0744,N,VIIRS,n,2.0NRT,284.38,10.2,N,POINT (-87.14059 41.64298)
40.39447,-79.8552,336.89,0.4,0.44,2025-06-01,0744,N,VIIRS,n,2.0NRT,282.29,2.35,N,POINT (-79.8552 40.39447)
41.56705,-84.04601,337.31,0.41,0.37,2025-06-01,0744,N,VIIRS,n,2.0NRT,283.96,5.27,N,POINT (-84.04601 41.56705)
41.45134,-81.67745,330.23,0.48,0.4,2025-06-01,0744,N,VIIRS,n,2.0NRT,281.01,2.42,N,POINT (-81.67745 41.45134)
41.46218,-81.67358,335.53,0.48,0.4,2025-06-01,0744,N,VIIRS,n,2.0NRT,282.3,2.83,N,POINT (-81.67358 41.46218)
42.29136,-83.1656,338.83,0.42,0.38,2025-06-01,0744,N,VIIRS,n,2.0NRT,282.03,5.17,N,POINT (-83.1656 42.29136)
39.48639,-84.38637,334.24,0.42,0.38,2025-06-01,0744,N,VIIRS,n,2.0NRT,284.56,3.42,N,POINT (-84.38637 39.48639)
38.111,-94.36758,338.96,0.41,0.45,2025-06-01,0744,N,VIIRS,n,2.0NRT,290.06,3.02,N,POINT (-94.36758 38.111)
39.66859,-94.76906,336.79,0.45,0.47,2025-06-01,0744,N,VIIRS,n,2.0NRT,289.25,3.15,N,POINT (-94.76906 39.66859)
41.61844,-87.33237,330.62,0.39,0.36,2025-06-01,0744,N,VIIRS,n,2.0NRT,283.06,2.94,N,POINT (-87.33237 41.61844)
41.62729,-87.36852,334.45,0.39,0.36,2025-06-01,0744,N,VIIRS,n,2.0NRT,282.57,2.13,N,POINT (-87.36852 41.62729)
30.0498,-93.33377,330.16,0.45,0.39,2025-06-01,0746,N,VIIRS,n,2.0NRT,295.97,1.75,N,POINT (-93.33377 30.0498)
29.60292,-89.88797,340.66,0.38,0.36,2025-06-01,0746,N,VIIRS,n,2.0NRT,293.22,2.41,N,POINT (-89.88797 29.60292)
30.00127,-90.3979,332.51,0.38,0.36,2025-06-01,0746,N,VIIRS,n,2.0NRT,297.4,2.35,N,POINT (-90.3979 30.00127)
32.31403,-90.13387,334.52,0.39,0.36,2025-06-01,0746,N,VIIRS,n,2.0NRT,291.96,3.23,N,POINT (-90.13387 32.31403)
35.93589,-89.71261,332.86,0.39,0.37,2025-06-01,0746,N,VIIRS,n,2.0NRT,291.16,3.05,N,POINT (-89.71261 35.93589)
35.00536,-91.25748,330.12,0.42,0.38,2025-06-01,0746,N,VIIRS,n,2.0NRT,290.59,5.97,N,POINT (-91.25748 35.00536)
47.51455,-114.84167,338.62,0.48,0.4,2025-06-01,0924,N,VIIRS,n,2.0NRT,290.17,4.28,N,POINT (-114.84167 47.51455)
47.51681,-114.84131,330.62,0.48,0.4,2025-06-01,0924,N,VIIRS,n,2.0NRT,289.42,3.25,N,POINT (-114.84131 47.51681)
47.51313,-114.84231,331.82,0.48,0.4,2025-06-01,0924,N,VIIRS,n,2.0NRT,286.28,4.72,N,POINT (-114.84231 47.51313)
42.68793,-111.58877,332.87,0.38,0.36,2025-06-01,0924,N,VIIRS,n,2.0NRT,288.42,17.92,N,POINT (-111.58877 42.68793)
47.52558,-114.83866,343.29,0.48,0.4,2025-06-01,0924,N,VIIRS,n,2.0NRT,289.85,4.42,N,POINT (-114.83866 47.52558)
47.52191,-114.83968,332.26,0.48,0.4,2025-06-01,0924,N,VIIRS,n,2.0NRT,288.25,2.75,N,POINT (-114.83968 47.52191)
32.00243,-103.82777,332.62,0.37,0.58,2025-06-01,0926,N,VIIRS,n,2.0NRT,289.9,2.41,N,POINT (-103.82777 32.00243)
31.72669,-102.29219,343.52,0.46,0.63,2025-06-01,0926,N,VIIRS,n,2.0NRT,289.97,3.34,N,POINT (-102.29219 31.72669)
38.82608,-111.4292,332.72,0.39,0.36,2025-06-01,0926,N,VIIRS,n,2.0NRT,289.7,2.83,N,POINT (-111.4292 38.82608)
37.16227,-76.93307,355.49,0.33,0.55,2025-06-01,1724,N,VIIRS,n,2.0NRT,295.92,5.29,D,POINT (-76.93307 37.16227)
33.01439,-79.88393,331.54,0.61,0.71,2025-06-01,1724,N,VIIRS,n,2.0NRT,294.99,5.27,D,POINT (-79.88393 33.01439)
43.22804,-85.99789,367.0,0.61,0.71,2025-06-01,1726,N,VIIRS,h,2.0NRT,294.97,24.74,D,POINT (-85.99789 43.22804)
38.81467,-75.6814,337.52,0.52,0.5,2025-06-01,1726,N,VIIRS,n,2.0NRT,292.18,3.69,D,POINT (-75.6814 38.81467)
38.81339,-75.68322,342.86,0.52,0.5,2025-06-01,1726,N,VIIRS,n,2.0NRT,291.18,4.11,D,POINT (-75.68322 38.81339)
39.91792,-75.39204,339.18,0.47,0.48,2025-06-01,1726,N,VIIRS,n,2.0NRT,298.22,3.39,D,POINT (-75.39204 39.91792)
40.3282,-77.09869,332.62,0.56,0.52,2025-06-01,1726,N,VIIRS,n,2.0NRT,287.34,2.49,D,POINT (-77.09869 40.3282)
40.31203,-80.60966,339.02,0.42,0.61,2025-06-01,1726,N,VIIRS,n,2.0NRT,291.71,3.85,D,POINT (-80.60966 40.31203)
41.45346,-81.67627,346.3,0.44,0.62,2025-06-01,1726,N,VIIRS,n,2.0NRT,301.15,5.58,D,POINT (-81.67627 41.45346)
41.46038,-81.674,334.86,0.44,0.62,2025-06-01,1726,N,VIIRS,n,2.0NRT,296.53,5.58,D,POINT (-81.674 41.46038)
41.56738,-84.04374,345.06,0.56,0.69,2025-06-01,1726,N,VIIRS,n,2.0NRT,298.66,4.87,D,POINT (-84.04374 41.56738)
41.56918,-84.04684,342.38,0.56,0.69,2025-06-01,1726,N,VIIRS,n,2.0NRT,298.31,5.99,D,POINT (-84.04684 41.56918)
41.18882,-85.45852,330.55,0.67,0.74,2025-06-01,1726,N,VIIRS,n,2.0NRT,292.63,3.25,D,POINT (-85.45852 41.18882)
42.2987,-83.15321,337.83,0.49,0.65,2025-06-01,1726,N,VIIRS,n,2.0NRT,295.63,3.01,D,POINT (-83.15321 42.2987)
42.30056,-83.15634,334.51,0.49,0.65,2025-06-01,1726,N,VIIRS,n,2.0NRT,296.08,6.31,D,POINT (-83.15634 42.30056)
41.63779,-87.13409,337.07,0.77,0.78,2025-06-01,1726,N,VIIRS,n,2.0NRT,297.0,13.14,D,POINT (-87.13409 41.63779)
43.21956,-86.00132,353.16,0.61,0.71,2025-06-01,1726,N,VIIRS,n,2.0NRT,294.27,15.2,D,POINT (-86.00132 43.21956)
43.22424,-86.00535,337.4,0.61,0.71,2025-06-01,1726,N,VIIRS,n,2.0NRT,294.9,12.03,D,POINT (-86.00535 43.22424)
43.87463,-85.90112,338.88,0.58,0.7,2025-06-01,1728,N,VIIRS,n,2.0NRT,290.6,5.36,D,POINT (-85.90112 43.87463)
43.88052,-85.90612,344.85,0.58,0.7,2025-06-01,1728,N,VIIRS,n,2.0NRT,289.67,7.95,D,POINT (-85.90612 43.88052)
43.87453,-85.90249,344.31,0.58,0.7,2025-06-01,1728,N,VIIRS,n,2.0NRT,291.49,6.99,D,POINT (-85.90249 43.87453)
43.88063,-85.90475,347.6,0.58,0.7,2025-06-01,1728,N,VIIRS,n,2.0NRT,290.04,7.65,D,POINT (-85.90475 43.88063)
28.66151,-82.392,333.95,0.44,0.46,2025-06-01,1902,N,VIIRS,n,2.0NRT,300.97,3.6,D,POINT (-82.392 28.66151)
28.66301,-82.39353,330.98,0.44,0.46,2025-06-01,1902,N,VIIRS,n,2.0NRT,299.25,4.37,D,POINT (-82.39353 28.66301)
28.37901,-82.19644,342.22,0.45,0.47,2025-06-01,1902,N,VIIRS,n,2.0NRT,298.92,5.09,D,POINT (-82.19644 28.37901)
28.32341,-81.87002,333.72,0.47,0.48,2025-06-01,1902,N,VIIRS,n,2.0NRT,296.0,3.81,D,POINT (-81.87002 28.32341)
32.0034,-103.83108,344.26,0.54,0.68,2025-06-01,1904,N,VIIRS,n,2.0NRT,307.57,4.71,D,POINT (-103.83108 32.0034)
32.32303,-101.81612,336.49,0.41,0.61,2025-06-01,1904,N,VIIRS,n,2.0NRT,305.31,0.77,D,POINT (-101.81612 32.32303)
32.3241,-101.81189,339.98,0.41,0.61,2025-06-01,1904,N,VIIRS,n,2.0NRT,305.76,2.71,D,POINT (-101.81189 32.3241)
32.40515,-101.28196,334.37,0.38,0.59,2025-06-01,1904,N,VIIRS,l,2.0NRT,305.54,1.67,D,POINT (-101.28196 32.40515)
33.94565,-93.12835,331.85,0.42,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,297.54,3.84,D,POINT (-93.12835 33.94565)
31.95927,-101.75385,336.29,0.41,0.61,2025-06-01,1904,N,VIIRS,n,2.0NRT,304.87,2.18,D,POINT (-101.75385 31.95927)
34.63678,-87.08394,336.58,0.45,0.39,2025-06-01,1904,N,VIIRS,l,2.0NRT,308.0,6.72,D,POINT (-87.08394 34.63678)
33.48628,-94.44133,331.21,0.48,0.4,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.91,1.99,D,POINT (-94.44133 33.48628)
34.24908,-89.21017,332.22,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,298.49,2.24,D,POINT (-89.21017 34.24908)
31.73823,-101.77654,335.56,0.42,0.61,2025-06-01,1904,N,VIIRS,l,2.0NRT,306.19,2.22,D,POINT (-101.77654 31.73823)
34.38708,-87.60931,332.88,0.43,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,293.42,4.41,D,POINT (-87.60931 34.38708)
34.38692,-87.61082,333.56,0.43,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,296.33,4.02,D,POINT (-87.61082 34.38692)
32.4568,-97.03503,331.12,0.44,0.46,2025-06-01,1904,N,VIIRS,n,2.0NRT,299.65,5.75,D,POINT (-97.03503 32.4568)
31.77682,-99.22836,343.69,0.6,0.53,2025-06-01,1904,N,VIIRS,n,2.0NRT,301.69,7.42,D,POINT (-99.22836 31.77682)
34.26371,-83.30445,336.62,0.46,0.47,2025-06-01,1904,N,VIIRS,n,2.0NRT,285.96,2.0,D,POINT (-83.30445 34.26371)
30.64013,-100.22173,345.0,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,303.13,5.4,D,POINT (-100.22173 30.64013)
30.64197,-100.21422,345.17,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,306.23,7.53,D,POINT (-100.21422 30.64197)
30.64289,-100.21051,340.09,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,306.05,3.22,D,POINT (-100.21051 30.64289)
30.64378,-100.20684,333.82,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,304.49,3.22,D,POINT (-100.20684 30.64378)
30.64105,-100.21798,367.0,0.36,0.58,2025-06-01,1904,N,VIIRS,h,2.0NRT,305.86,7.53,D,POINT (-100.21798 30.64105)
30.64136,-100.22186,355.72,0.37,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,303.9,6.51,D,POINT (-100.22186 30.64136)
30.64316,-100.21431,337.99,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,305.53,6.92,D,POINT (-100.21431 30.64316)
30.64404,-100.21059,337.61,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,304.82,5.27,D,POINT (-100.21059 30.64404)
30.64226,-100.21809,367.0,0.36,0.58,2025-06-01,1904,N,VIIRS,h,2.0NRT,305.52,6.92,D,POINT (-100.21809 30.64226)
30.63798,-100.2126,330.64,0.36,0.58,2025-06-01,1904,N,VIIRS,n,2.0NRT,305.22,3.17,D,POINT (-100.2126 30.63798)
30.53878,-99.73138,331.02,0.34,0.56,2025-06-01,1904,N,VIIRS,l,2.0NRT,301.32,1.76,D,POINT (-99.73138 30.53878)
30.53743,-99.73018,335.18,0.34,0.56,2025-06-01,1904,N,VIIRS,n,2.0NRT,301.85,2.28,D,POINT (-99.73018 30.53743)
30.35914,-98.98502,356.66,0.63,0.54,2025-06-01,1904,N,VIIRS,n,2.0NRT,302.67,18.61,D,POINT (-98.98502 30.35914)
30.35719,-98.97077,349.91,0.63,0.54,2025-06-01,1904,N,VIIRS,n,2.0NRT,302.29,15.61,D,POINT (-98.97077 30.35719)
30.19818,-98.91018,331.0,0.63,0.54,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.68,5.38,D,POINT (-98.91018 30.19818)
30.19336,-98.90848,333.8,0.63,0.54,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.58,5.38,D,POINT (-98.90848 30.19336)
30.19374,-98.90691,337.52,0.63,0.54,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.96,6.32,D,POINT (-98.90691 30.19374)
29.91496,-98.93641,338.02,0.32,0.55,2025-06-01,1904,N,VIIRS,n,2.0NRT,299.49,1.82,D,POINT (-98.93641 29.91496)
31.1918,-90.61469,342.47,0.39,0.36,2025-06-01,1904,N,VIIRS,l,2.0NRT,299.37,8.41,D,POINT (-90.61469 31.1918)
29.57548,-98.03092,344.13,0.58,0.52,2025-06-01,1904,N,VIIRS,n,2.0NRT,303.21,9.18,D,POINT (-98.03092 29.57548)
31.19052,-88.73932,336.98,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,303.59,2.96,D,POINT (-88.73932 31.19052)
31.39525,-86.79142,333.84,0.43,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,299.44,3.93,D,POINT (-86.79142 31.39525)
29.19067,-98.90314,337.75,0.33,0.55,2025-06-01,1904,N,VIIRS,n,2.0NRT,297.86,2.37,D,POINT (-98.90314 29.19067)
31.7741,-82.68132,332.48,0.46,0.47,2025-06-01,1904,N,VIIRS,n,2.0NRT,298.82,3.27,D,POINT (-82.68132 31.7741)
30.58476,-91.23985,337.79,0.4,0.37,2025-06-01,1904,N,VIIRS,n,2.0NRT,303.98,5.94,D,POINT (-91.23985 30.58476)
29.69741,-95.06226,330.08,0.39,0.44,2025-06-01,1904,N,VIIRS,l,2.0NRT,303.37,3.85,D,POINT (-95.06226 29.69741)
28.80169,-98.31443,346.03,0.62,0.54,2025-06-01,1904,N,VIIRS,n,2.0NRT,296.31,8.28,D,POINT (-98.31443 28.80169)
30.7606,-87.43595,337.1,0.41,0.37,2025-06-01,1904,N,VIIRS,n,2.0NRT,305.02,5.5,D,POINT (-87.43595 30.7606)
30.54231,-88.66151,333.15,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,297.79,2.66,D,POINT (-88.66151 30.54231)
30.69623,-86.72578,336.76,0.43,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,298.9,4.78,D,POINT (-86.72578 30.69623)
30.43075,-88.42442,330.35,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,295.08,2.04,D,POINT (-88.42442 30.43075)
30.60064,-86.41348,340.36,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,296.39,8.43,D,POINT (-86.41348 30.60064)
30.59651,-86.41747,331.57,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,293.63,4.57,D,POINT (-86.41747 30.59651)
30.59297,-86.41687,331.87,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,292.81,4.9,D,POINT (-86.41687 30.59297)
30.59356,-86.41226,336.43,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,296.05,4.51,D,POINT (-86.41226 30.59356)
30.58826,-86.42548,343.89,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,296.73,8.67,D,POINT (-86.42548 30.58826)
30.58944,-86.41626,342.88,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,293.29,4.9,D,POINT (-86.41626 30.58944)
30.58531,-86.42027,343.8,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,298.89,8.32,D,POINT (-86.42027 30.58531)
30.58236,-86.41505,348.66,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.98,8.32,D,POINT (-86.41505 30.58236)
30.57882,-86.41444,345.11,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.53,5.69,D,POINT (-86.41444 30.57882)
30.5747,-86.41845,339.26,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,298.81,5.69,D,POINT (-86.41845 30.5747)
30.57528,-86.41385,331.39,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,299.74,5.69,D,POINT (-86.41385 30.57528)
30.57587,-86.40924,346.78,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,301.59,7.63,D,POINT (-86.40924 30.57587)
30.57116,-86.41785,334.82,0.44,0.38,2025-06-01,1904,N,VIIRS,n,2.0NRT,299.27,7.04,D,POINT (-86.41785 30.57116)
30.65246,-83.47549,341.79,0.4,0.45,2025-06-01,1904,N,VIIRS,n,2.0NRT,298.76,5.99,D,POINT (-83.47549 30.65246)
29.88458,-81.90398,330.27,0.49,0.48,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.56,3.43,D,POINT (-81.90398 29.88458)
29.07093,-82.45113,346.78,0.44,0.46,2025-06-01,1904,N,VIIRS,n,2.0NRT,302.91,7.83,D,POINT (-82.45113 29.07093)
35.72708,-88.80972,332.49,0.41,0.37,2025-06-01,1904,N,VIIRS,l,2.0NRT,306.34,3.75,D,POINT (-88.80972 35.72708)
35.45634,-90.03637,339.81,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,303.09,6.01,D,POINT (-90.03637 35.45634)
35.45697,-90.0321,351.66,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,302.49,6.01,D,POINT (-90.0321 35.45697)
35.45759,-90.02784,336.28,0.39,0.36,2025-06-01,1904,N,VIIRS,n,2.0NRT,297.3,2.1,D,POINT (-90.02784 35.45759)
34.3091,-96.02553,337.31,0.54,0.42,2025-06-01,1904,N,VIIRS,n,2.0NRT,300.22,5.4,D,POINT (-96.02553 34.3091)
34.30919,-96.02451,339.14,0.54,0.42,2025-06-01,1904,N,VIIRS,n,2.0NRT,299.14,4.98,D,POINT (-96.02451 34.30919)
32.1239,-104.30435,338.95,0.57,0.69,2025-06-01,1904,N,VIIRS,n,2.0NRT,305.98,4.05,D,POINT (-104.30435 32.1239)
35.93561,-89.71458,336.79,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,304.09,1.44,D,POINT (-89.71458 35.93561)
41.4529,-81.67558,338.42,0.33,0.55,2025-06-01,1906,N,VIIRS,n,2.0NRT,304.3,3.98,D,POINT (-81.67558 41.4529)
41.45806,-81.67599,347.42,0.33,0.55,2025-06-01,1906,N,VIIRS,n,2.0NRT,302.91,3.98,D,POINT (-81.67599 41.45806)
41.18516,-85.45765,332.46,0.42,0.45,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.28,2.0,D,POINT (-85.45765 41.18516)
41.46322,-81.67643,351.14,0.33,0.55,2025-06-01,1906,N,VIIRS,n,2.0NRT,300.15,2.88,D,POINT (-81.67643 41.46322)
39.62112,-97.0175,332.43,0.49,0.4,2025-06-01,1906,N,VIIRS,l,2.0NRT,306.62,2.1,D,POINT (-97.0175 39.62112)
39.61839,-97.01897,332.86,0.49,0.4,2025-06-01,1906,N,VIIRS,l,2.0NRT,306.44,2.57,D,POINT (-97.01897 39.61839)
40.67401,-91.13905,341.36,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.68,4.36,D,POINT (-91.13905 40.67401)
40.69993,-91.40659,339.0,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,304.27,2.87,D,POINT (-91.40659 40.69993)
41.17948,-87.85747,336.11,0.49,0.41,2025-06-01,1906,N,VIIRS,n,2.0NRT,307.14,2.38,D,POINT (-87.85747 41.17948)
41.56861,-84.04436,346.58,0.5,0.49,2025-06-01,1906,N,VIIRS,n,2.0NRT,307.34,9.81,D,POINT (-84.04436 41.56861)
41.63615,-87.14036,341.8,0.53,0.42,2025-06-01,1906,N,VIIRS,n,2.0NRT,306.45,11.04,D,POINT (-87.14036 41.63615)
41.63702,-87.13525,347.11,0.54,0.42,2025-06-01,1906,N,VIIRS,n,2.0NRT,307.6,8.26,D,POINT (-87.13525 41.63702)
41.63636,-87.14171,341.16,0.54,0.42,2025-06-01,1906,N,VIIRS,n,2.0NRT,305.01,3.14,D,POINT (-87.14171 41.63636)
41.61752,-87.32748,332.37,0.53,0.42,2025-06-01,1906,N,VIIRS,l,2.0NRT,302.71,4.27,D,POINT (-87.32748 41.61752)
41.6409,-87.13593,338.12,0.54,0.42,2025-06-01,1906,N,VIIRS,n,2.0NRT,305.03,8.26,D,POINT (-87.13593 41.6409)
41.64025,-87.14238,331.3,0.54,0.42,2025-06-01,1906,N,VIIRS,l,2.0NRT,302.98,3.14,D,POINT (-87.14238 41.64025)
41.48077,-90.83202,335.64,0.4,0.37,2025-06-01,1906,N,VIIRS,n,2.0NRT,306.6,5.52,D,POINT (-90.83202 41.48077)
42.29725,-83.15626,338.19,0.56,0.52,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.51,6.28,D,POINT (-83.15626 42.29725)
41.11782,-85.35266,340.97,0.43,0.46,2025-06-01,1906,N,VIIRS,n,2.0NRT,302.86,16.26,D,POINT (-85.35266 41.11782)
40.49481,-85.32312,343.33,0.42,0.45,2025-06-01,1906,N,VIIRS,n,2.0NRT,303.37,4.12,D,POINT (-85.32312 40.49481)
38.65361,-96.17368,330.87,0.47,0.4,2025-06-01,1906,N,VIIRS,l,2.0NRT,302.59,2.11,D,POINT (-96.17368 38.65361)
39.97337,-86.83797,334.46,0.53,0.42,2025-06-01,1906,N,VIIRS,n,2.0NRT,303.7,6.2,D,POINT (-86.83797 39.97337)
38.53135,-96.25768,333.64,0.47,0.4,2025-06-01,1906,N,VIIRS,n,2.0NRT,302.95,5.26,D,POINT (-96.25768 38.53135)
39.46731,-84.38383,335.15,0.46,0.47,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.2,3.66,D,POINT (-84.38383 39.46731)
37.44508,-97.98849,335.02,0.39,0.44,2025-06-01,1906,N,VIIRS,n,2.0NRT,306.94,2.23,D,POINT (-97.98849 37.44508)
37.16095,-98.04939,330.54,0.4,0.44,2025-06-01,1906,N,VIIRS,n,2.0NRT,304.36,1.63,D,POINT (-98.04939 37.16095)
38.75059,-88.51765,335.22,0.44,0.38,2025-06-01,1906,N,VIIRS,n,2.0NRT,300.17,2.37,D,POINT (-88.51765 38.75059)
37.37911,-95.34741,331.86,0.46,0.39,2025-06-01,1906,N,VIIRS,n,2.0NRT,300.45,1.56,D,POINT (-95.34741 37.37911)
37.04818,-97.01474,330.87,0.54,0.42,2025-06-01,1906,N,VIIRS,n,2.0NRT,299.59,3.39,D,POINT (-97.01474 37.04818)
38.83399,-84.23817,339.71,0.46,0.47,2025-06-01,1906,N,VIIRS,n,2.0NRT,299.4,5.8,D,POINT (-84.23817 38.83399)
38.00936,-90.0792,333.78,0.4,0.37,2025-06-01,1906,N,VIIRS,n,2.0NRT,299.14,1.44,D,POINT (-90.0792 38.00936)
36.51831,-97.83876,335.37,0.4,0.44,2025-06-01,1906,N,VIIRS,n,2.0NRT,307.58,3.93,D,POINT (-97.83876 36.51831)
34.49914,-101.96503,336.85,0.37,0.58,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.04,1.92,D,POINT (-101.96503 34.49914)
35.25221,-98.18813,331.67,0.44,0.46,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.03,2.8,D,POINT (-98.18813 35.25221)
36.60763,-88.96011,340.48,0.41,0.37,2025-06-01,1906,N,VIIRS,n,2.0NRT,297.43,4.81,D,POINT (-88.96011 36.60763)
36.60421,-88.95943,346.16,0.41,0.37,2025-06-01,1906,N,VIIRS,n,2.0NRT,301.65,6.23,D,POINT (-88.95943 36.60421)
36.09035,-89.73592,338.69,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,304.71,3.15,D,POINT (-89.73592 36.09035)
37.16488,-76.93596,337.41,0.55,0.68,2025-06-01,1906,N,VIIRS,n,2.0NRT,293.75,5.02,D,POINT (-76.93596 37.16488)
35.94078,-89.71381,342.31,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,308.39,3.75,D,POINT (-89.71381 35.94078)
35.93744,-89.7131,337.24,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,305.76,3.75,D,POINT (-89.7131 35.93744)
35.89173,-89.78123,339.39,0.39,0.36,2025-06-01,1906,N,VIIRS,n,2.0NRT,304.56,4.26,D,POINT (-89.78123 35.89173)
44.01249,-94.88535,342.95,0.39,0.36,2025-06-01,1908,N,VIIRS,n,2.0NRT,310.04,4.07,D,POINT (-94.88535 44.01249)
43.25456,-92.26285,333.06,0.39,0.36,2025-06-01,1908,N,VIIRS,l,2.0NRT,306.64,1.31,D,POINT (-92.26285 43.25456)
48.56674,-98.95801,338.97,0.42,0.38,2025-06-01,1908,N,VIIRS,n,2.0NRT,308.86,10.92,D,POINT (-98.95801 48.56674)
48.57452,-98.95525,339.19,0.42,0.38,2025-06-01,1908,N,VIIRS,n,2.0NRT,306.59,7.61,D,POINT (-98.95525 48.57452)
48.57348,-98.96084,348.45,0.42,0.38,2025-06-01,1908,N,VIIRS,n,2.0NRT,308.08,7.61,D,POINT (-98.96084 48.57348)
48.57685,-98.96226,348.54,0.42,0.38,2025-06-01,1908,N,VIIRS,n,2.0NRT,307.23,8.33,D,POINT (-98.96226 48.57685)
42.3335,-111.59814,341.16,0.68,0.74,2025-06-01,1908,N,VIIRS,n,2.0NRT,292.47,14.44,D,POINT (-111.59814 42.3335)
45.99722,-91.51582,333.81,0.42,0.38,2025-06-01,1908,N,VIIRS,n,2.0NRT,292.36,2.53,D,POINT (-91.51582 45.99722)
42.11024,-109.37807,351.79,0.54,0.68,2025-06-01,1908,N,VIIRS,n,2.0NRT,313.03,10.46,D,POINT (-109.37807 42.11024)
42.10563,-109.38081,347.45,0.54,0.68,2025-06-01,1908,N,VIIRS,n,2.0NRT,309.74,7.23,D,POINT (-109.38081 42.10563)
42.10758,-109.37452,346.65,0.54,0.68,2025-06-01,1908,N,VIIRS,n,2.0NRT,317.33,7.23,D,POINT (-109.37452 42.10758)
44.37043,-92.91148,342.01,0.39,0.36,2025-06-01,1908,N,VIIRS,n,2.0NRT,300.87,2.38,D,POINT (-92.91148 44.37043)
42.89358,-95.45815,335.25,0.4,0.37,2025-06-01,1908,N,VIIRS,l,2.0NRT,307.14,2.45,D,POINT (-95.45815 42.89358)
40.91388,-99.74401,333.06,0.4,0.44,2025-06-01,1908,N,VIIRS,n,2.0NRT,304.05,2.1,D,POINT (-99.74401 40.91388)
41.34234,-96.13824,334.17,0.43,0.38,2025-06-01,1908,N,VIIRS,n,2.0NRT,303.38,7.65,D,POINT (-96.13824 41.34234)
42.32336,-92.17921,336.23,0.39,0.36,2025-06-01,1908,N,VIIRS,n,2.0NRT,304.85,6.59,D,POINT (-92.17921 42.32336)
