LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry
39.64237,-122.21932,367.0,0.46,0.63,2025-06-03,2010,N,VIIRS,h,2.0NRT,309.47,20.41,D,POINT (-122.21932 39.64237)
39.63679,-122.21671,347.9,0.46,0.63,2025-06-03,2010,N,VIIRS,n,2.0NRT,300.7,4.47,D,POINT (-122.21671 39.63679)
39.64162,-122.22439,367.0,0.46,0.63,2025-06-03,2010,N,VIIRS,h,2.0NRT,309.59,11.08,D,POINT (-122.22439 39.64162)
39.64309,-122.21924,367.0,0.46,0.63,2025-06-03,2010,N,VIIRS,h,2.0NRT,308.82,11.08,D,POINT (-122.21924 39.64309)
39.63752,-122.21659,367.0,0.46,0.63,2025-06-03,2010,N,VIIRS,h,2.0NRT,302.19,5.71,D,POINT (-122.21659 39.63752)
39.46867,-122.01717,348.97,0.45,0.63,2025-06-03,2010,N,VIIRS,n,2.0NRT,302.61,5.75,D,POINT (-122.01717 39.46867)
39.46962,-122.01411,337.4,0.45,0.63,2025-06-03,2010,N,VIIRS,n,2.0NRT,300.1,4.74,D,POINT (-122.01411 39.46962)
39.31312,-120.10624,339.77,0.37,0.58,2025-06-03,2010,N,VIIRS,n,2.0NRT,299.58,3.82,D,POINT (-120.10624 39.31312)
38.73112,-121.46601,334.72,0.44,0.63,2025-06-03,2010,N,VIIRS,l,2.0NRT,305.27,4.17,D,POINT (-121.46601 38.73112)
38.7355,-121.47034,335.26,0.45,0.63,2025-06-03,2010,N,VIIRS,n,2.0NRT,304.7,3.54,D,POINT (-121.47034 38.7355)
38.44251,-121.95304,334.53,0.48,0.65,2025-06-03,2010,N,VIIRS,n,2.0NRT,303.91,7.34,D,POINT (-121.95304 38.44251)
35.3668,-120.52025,367.0,0.49,0.65,2025-06-03,2010,N,VIIRS,h,2.0NRT,303.52,19.53,D,POINT (-120.52025 35.3668)
35.36515,-120.52618,343.11,0.49,0.65,2025-06-03,2010,N,VIIRS,n,2.0NRT,294.15,19.53,D,POINT (-120.52618 35.36515)
36.37347,-119.32162,367.0,0.4,0.6,2025-06-03,2010,N,VIIRS,h,2.0NRT,301.23,10.23,D,POINT (-119.32162 36.37347)
36.63076,-119.45924,367.0,0.4,0.6,2025-06-03,2010,N,VIIRS,h,2.0NRT,300.52,10.18,D,POINT (-119.45924 36.63076)
36.75139,-119.38036,337.98,0.39,0.6,2025-06-03,2010,N,VIIRS,n,2.0NRT,302.41,4.41,D,POINT (-119.38036 36.75139)
36.78116,-120.18539,334.64,0.43,0.62,2025-06-03,2010,N,VIIRS,n,2.0NRT,301.39,3.61,D,POINT (-120.18539 36.78116)
41.06897,-100.59588,344.07,0.46,0.47,2025-06-03,2010,N,VIIRS,n,2.0NRT,287.79,5.26,D,POINT (-100.59588 41.06897)
37.75586,-120.66849,335.68,0.43,0.62,2025-06-03,2010,N,VIIRS,n,2.0NRT,300.81,5.5,D,POINT (-120.66849 37.75586)
37.7933,-120.75517,339.31,0.43,0.62,2025-06-03,2010,N,VIIRS,n,2.0NRT,298.46,3.39,D,POINT (-120.75517 37.7933)
38.18542,-121.29649,331.27,0.45,0.63,2025-06-03,2010,N,VIIRS,n,2.0NRT,304.41,2.52,D,POINT (-121.29649 38.18542)
40.23009,-112.77094,348.04,0.47,0.4,2025-06-03,2010,N,VIIRS,n,2.0NRT,320.72,14.84,D,POINT (-112.77094 40.23009)
38.441,-121.9583,367.0,0.48,0.65,2025-06-03,2010,N,VIIRS,h,2.0NRT,306.91,7.34,D,POINT (-121.9583 38.441)
46.33133,-118.78542,367.0,0.42,0.45,2025-06-03,2012,N,VIIRS,h,2.0NRT,304.23,12.57,D,POINT (-118.78542 46.33133)
44.28167,-121.63377,367.0,0.32,0.55,2025-06-03,2012,N,VIIRS,h,2.0NRT,305.79,18.03,D,POINT (-121.63377 44.28167)
44.28265,-121.63011,353.25,0.32,0.55,2025-06-03,2012,N,VIIRS,n,2.0NRT,299.63,14.21,D,POINT (-121.63011 44.28265)
44.81273,-122.85007,355.68,0.35,0.57,2025-06-03,2012,N,VIIRS,n,2.0NRT,299.33,4.62,D,POINT (-122.85007 44.81273)
44.81153,-122.85431,338.02,0.35,0.57,2025-06-03,2012,N,VIIRS,n,2.0NRT,297.36,4.62,D,POINT (-122.85431 44.81153)
44.95475,-122.706,343.16,0.34,0.56,2025-06-03,2012,N,VIIRS,n,2.0NRT,299.35,6.08,D,POINT (-122.706 44.95475)
44.95351,-122.71049,333.72,0.34,0.56,2025-06-03,2012,N,VIIRS,n,2.0NRT,292.36,3.62,D,POINT (-122.71049 44.95351)
44.95511,-122.71074,335.38,0.34,0.56,2025-06-03,2012,N,VIIRS,n,2.0NRT,296.04,3.63,D,POINT (-122.71074 44.95511)
46.32729,-118.78362,354.43,0.42,0.45,2025-06-03,2012,N,VIIRS,n,2.0NRT,306.33,18.12,D,POINT (-118.78362 46.32729)
46.2926,-119.65911,367.0,0.46,0.47,2025-06-03,2012,N,VIIRS,h,2.0NRT,304.83,12.74,D,POINT (-119.65911 46.2926)
46.92732,-119.40949,333.89,0.43,0.46,2025-06-03,2012,N,VIIRS,l,2.0NRT,308.47,1.86,D,POINT (-119.40949 46.92732)
47.57192,-122.36716,333.02,0.56,0.51,2025-06-03,2012,N,VIIRS,n,2.0NRT,303.17,4.09,D,POINT (-122.36716 47.57192)
44.27887,-121.62395,342.04,0.32,0.55,2025-06-03,2012,N,VIIRS,n,2.0NRT,299.48,10.36,D,POINT (-121.62395 44.27887)
43.30867,-121.81638,367.0,0.35,0.56,2025-06-03,2012,N,VIIRS,h,2.0NRT,300.86,7.39,D,POINT (-121.81638 43.30867)
43.30761,-121.82024,367.0,0.35,0.57,2025-06-03,2012,N,VIIRS,h,2.0NRT,301.92,7.39,D,POINT (-121.82024 43.30761)
47.12864,-99.785,345.47,0.58,0.52,2025-06-03,2012,N,VIIRS,n,2.0NRT,301.44,5.77,D,POINT (-99.785 47.12864)
47.12658,-99.78445,336.91,0.58,0.52,2025-06-03,2012,N,VIIRS,n,2.0NRT,300.28,8.06,D,POINT (-99.78445 47.12658)
47.35392,-101.83562,341.73,0.47,0.47,2025-06-03,2012,N,VIIRS,n,2.0NRT,300.24,6.09,D,POINT (-101.83562 47.35392)
44.27789,-121.62759,367.0,0.32,0.55,2025-06-03,2012,N,VIIRS,h,2.0NRT,311.63,10.36,D,POINT (-121.62759 44.27789)
44.27693,-121.63117,367.0,0.32,0.55,2025-06-03,2012,N,VIIRS,h,2.0NRT,311.6,13.58,D,POINT (-121.63117 44.27693)
37.75883,-120.6648,336.65,0.41,0.6,2025-06-03,2150,N,VIIRS,n,2.0NRT,303.46,3.28,D,POINT (-120.6648 37.75883)
37.68652,-120.70165,340.77,0.4,0.6,2025-06-03,2150,N,VIIRS,n,2.0NRT,306.47,5.38,D,POINT (-120.70165 37.68652)
36.75278,-119.37537,334.13,0.47,0.64,2025-06-03,2150,N,VIIRS,n,2.0NRT,302.68,3.06,D,POINT (-119.37537 36.75278)
35.36965,-120.52298,342.48,0.39,0.6,2025-06-03,2150,N,VIIRS,n,2.0NRT,298.56,4.82,D,POINT (-120.52298 35.36965)
39.63838,-122.22248,346.11,0.35,0.56,2025-06-03,2150,N,VIIRS,n,2.0NRT,307.91,6.11,D,POINT (-122.22248 39.63838)
39.64388,-122.21883,337.02,0.35,0.56,2025-06-03,2150,N,VIIRS,n,2.0NRT,308.32,6.04,D,POINT (-122.21883 39.64388)
39.64364,-122.22297,335.93,0.35,0.56,2025-06-03,2150,N,VIIRS,n,2.0NRT,309.71,6.11,D,POINT (-122.22297 39.64364)
39.47079,-122.01836,367.0,0.35,0.57,2025-06-03,2150,N,VIIRS,h,2.0NRT,307.45,8.76,D,POINT (-122.01836 39.47079)
39.46695,-122.01815,334.81,0.35,0.57,2025-06-03,2150,N,VIIRS,n,2.0NRT,301.85,2.43,D,POINT (-122.01815 39.46695)
39.4672,-122.01395,337.66,0.35,0.57,2025-06-03,2150,N,VIIRS,n,2.0NRT,300.77,2.43,D,POINT (-122.01395 39.4672)
39.00613,-122.16399,335.98,0.34,0.56,2025-06-03,2150,N,VIIRS,l,2.0NRT,309.0,2.02,D,POINT (-122.16399 39.00613)
38.69503,-121.73864,367.0,0.36,0.57,2025-06-03,2150,N,VIIRS,h,2.0NRT,313.31,11.3,D,POINT (-121.73864 38.69503)
38.44048,-121.95586,353.68,0.35,0.57,2025-06-03,2150,N,VIIRS,n,2.0NRT,315.33,12.32,D,POINT (-121.95586 38.44048)
38.44072,-121.95177,340.03,0.35,0.57,2025-06-03,2150,N,VIIRS,n,2.0NRT,307.41,12.32,D,POINT (-121.95177 38.44072)
37.75619,-120.66531,338.61,0.41,0.6,2025-06-03,2150,N,VIIRS,n,2.0NRT,303.64,3.75,D,POINT (-120.66531 37.75619)
39.63862,-122.21834,367.0,0.35,0.56,2025-06-03,2150,N,VIIRS,h,2.0NRT,308.52,6.04,D,POINT (-122.21834 39.63862)
39.63887,-122.2142,335.35,0.35,0.56,2025-06-03,2150,N,VIIRS,n,2.0NRT,301.03,6.04,D,POINT (-122.2142 39.63887)
46.29081,-119.65627,331.57,0.52,0.67,2025-06-03,2153,N,VIIRS,n,2.0NRT,301.87,3.13,D,POINT (-119.65627 46.29081)
47.27121,-119.76017,333.57,0.52,0.67,2025-06-03,2153,N,VIIRS,n,2.0NRT,301.95,3.3,D,POINT (-119.76017 47.27121)
46.32898,-118.78506,337.27,0.57,0.69,2025-06-03,2153,N,VIIRS,n,2.0NRT,296.99,5.8,D,POINT (-118.78506 46.32898)
43.30956,-121.8153,346.71,0.39,0.59,2025-06-03,2153,N,VIIRS,n,2.0NRT,295.89,4.54,D,POINT (-121.8153 43.30956)
44.27937,-121.62875,335.73,0.41,0.6,2025-06-03,2153,N,VIIRS,n,2.0NRT,300.71,4.84,D,POINT (-121.62875 44.27937)
19.82684,-155.47522,338.23,0.42,0.37,2025-06-03,2329,N,VIIRS,l,2.0NRT,312.38,5.84,D,POINT (-155.47522 19.82684)
21.51396,-158.09836,334.42,0.51,0.41,2025-06-03,2329,N,VIIRS,n,2.0NRT,298.84,6.25,D,POINT (-158.09836 21.51396)
42.29628,-83.15586,333.46,0.32,0.55,2025-06-04,0646,N,VIIRS,n,2.0NRT,275.31,2.29,N,POINT (-83.15586 42.29628)
42.3014,-83.15526,333.85,0.32,0.55,2025-06-04,0646,N,VIIRS,n,2.0NRT,277.5,2.29,N,POINT (-83.15526 42.3014)
40.39466,-79.85454,346.99,0.42,0.45,2025-06-04,0646,N,VIIRS,n,2.0NRT,288.37,3.08,N,POINT (-79.85454 40.39466)
40.3944,-79.85301,339.2,0.42,0.45,2025-06-04,0646,N,VIIRS,n,2.0NRT,287.19,2.5,N,POINT (-79.85301 40.3944)
40.83273,-79.93732,337.9,0.43,0.46,2025-06-04,0646,N,VIIRS,n,2.0NRT,284.39,3.92,N,POINT (-79.93732 40.83273)
41.46811,-83.36835,334.21,0.33,0.55,2025-06-04,0646,N,VIIRS,n,2.0NRT,291.87,3.08,N,POINT (-83.36835 41.46811)
41.56882,-84.04713,335.8,0.36,0.57,2025-06-04,0646,N,VIIRS,n,2.0NRT,287.28,3.1,N,POINT (-84.04713 41.56882)
36.84799,-83.35722,335.75,0.59,0.53,2025-06-04,0648,N,VIIRS,n,2.0NRT,289.85,3.95,N,POINT (-83.35722 36.84799)
41.56629,-84.04662,346.35,0.41,0.6,2025-06-04,0826,N,VIIRS,n,2.0NRT,291.05,4.42,N,POINT (-84.04662 41.56629)
42.68783,-111.59508,367.0,0.47,0.64,2025-06-04,0828,N,VIIRS,h,2.0NRT,278.78,7.01,N,POINT (-111.59508 42.68783)
31.73958,-101.80133,331.77,0.39,0.36,2025-06-04,0830,N,VIIRS,n,2.0NRT,290.93,18.47,N,POINT (-101.80133 31.73958)
31.73624,-101.80201,346.99,0.39,0.36,2025-06-04,0830,N,VIIRS,n,2.0NRT,303.27,18.47,N,POINT (-101.80201 31.73624)
47.57079,-122.37096,330.26,0.39,0.37,2025-06-04,1009,N,VIIRS,n,2.0NRT,286.16,4.43,N,POINT (-122.37096 47.57079)
42.68476,-111.59151,339.5,0.6,0.53,2025-06-04,1009,N,VIIRS,n,2.0NRT,279.74,8.14,N,POINT (-111.59151 42.68476)
30.1584,-82.95728,336.63,0.5,0.49,2025-06-04,1806,N,VIIRS,n,2.0NRT,291.85,6.01,D,POINT (-82.95728 30.1584)
33.09172,-89.13506,334.14,0.48,0.65,2025-06-04,1809,N,VIIRS,n,2.0NRT,288.3,3.98,D,POINT (-89.13506 33.09172)
33.09017,-89.13089,346.01,0.48,0.65,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.34,6.36,D,POINT (-89.13089 33.09017)
35.55463,-76.08029,332.28,0.39,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,300.2,1.83,D,POINT (-76.08029 35.55463)
33.23393,-87.50822,330.13,0.39,0.59,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.82,5.43,D,POINT (-87.50822 33.23393)
30.15866,-82.96029,344.48,0.5,0.49,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.64,7.26,D,POINT (-82.96029 30.15866)
30.44915,-83.31271,330.89,0.52,0.5,2025-06-04,1809,N,VIIRS,n,2.0NRT,299.25,5.69,D,POINT (-83.31271 30.44915)
30.54596,-83.45795,339.41,0.53,0.5,2025-06-04,1809,N,VIIRS,n,2.0NRT,292.28,4.54,D,POINT (-83.45795 30.54596)
30.9446,-82.88934,335.18,0.48,0.48,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.5,3.44,D,POINT (-82.88934 30.9446)
30.94433,-82.88699,336.71,0.48,0.48,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.64,5.63,D,POINT (-82.88699 30.94433)
30.93897,-82.99669,334.03,0.49,0.48,2025-06-04,1809,N,VIIRS,n,2.0NRT,292.92,3.38,D,POINT (-82.99669 30.93897)
30.95237,-83.58617,334.52,0.53,0.5,2025-06-04,1809,N,VIIRS,n,2.0NRT,293.05,5.22,D,POINT (-83.58617 30.95237)
30.9569,-83.58749,330.87,0.53,0.5,2025-06-04,1809,N,VIIRS,n,2.0NRT,292.06,5.22,D,POINT (-83.58749 30.9569)
30.9557,-83.59293,340.52,0.53,0.5,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.61,5.02,D,POINT (-83.59293 30.9557)
31.2757,-84.55056,340.66,0.59,0.53,2025-06-04,1809,N,VIIRS,n,2.0NRT,290.22,7.52,D,POINT (-84.55056 31.2757)
31.28044,-84.55202,337.45,0.59,0.53,2025-06-04,1809,N,VIIRS,n,2.0NRT,289.26,7.52,D,POINT (-84.55202 31.28044)
30.93755,-88.01192,331.44,0.47,0.64,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.08,4.67,D,POINT (-88.01192 30.93755)
31.69989,-87.12886,367.0,0.4,0.6,2025-06-04,1809,N,VIIRS,h,2.0NRT,291.25,7.37,D,POINT (-87.12886 31.69989)
31.70527,-87.13075,340.68,0.4,0.6,2025-06-04,1809,N,VIIRS,n,2.0NRT,289.45,8.67,D,POINT (-87.13075 31.70527)
31.69975,-87.12838,367.0,0.4,0.6,2025-06-04,1809,N,VIIRS,h,2.0NRT,291.07,11.55,D,POINT (-87.12838 31.69975)
31.70514,-87.13023,352.95,0.4,0.6,2025-06-04,1809,N,VIIRS,n,2.0NRT,290.15,11.55,D,POINT (-87.13023 31.70514)
32.47688,-84.43655,335.9,0.54,0.51,2025-06-04,1809,N,VIIRS,n,2.0NRT,288.76,7.34,D,POINT (-84.43655 32.47688)
34.98994,-76.45377,335.99,0.38,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,302.13,9.4,D,POINT (-76.45377 34.98994)
34.99324,-76.4545,349.73,0.38,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,302.22,9.4,D,POINT (-76.4545 34.99324)
34.99653,-76.45525,332.57,0.38,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,299.73,3.76,D,POINT (-76.45525 34.99653)
34.99983,-76.45599,346.55,0.38,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,300.38,3.76,D,POINT (-76.45599 34.99983)
35.00312,-76.45673,341.17,0.38,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,299.3,12.86,D,POINT (-76.45673 35.00312)
35.00249,-76.46091,341.96,0.38,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,301.65,12.86,D,POINT (-76.46091 35.00249)
39.35422,-74.43586,338.67,0.44,0.38,2025-06-04,1809,N,VIIRS,n,2.0NRT,304.84,2.9,D,POINT (-74.43586 39.35422)
35.97115,-89.50507,344.01,0.42,0.61,2025-06-04,1809,N,VIIRS,n,2.0NRT,297.39,4.79,D,POINT (-89.50507 35.97115)
37.29009,-83.77654,334.59,0.4,0.44,2025-06-04,1809,N,VIIRS,n,2.0NRT,297.19,2.49,D,POINT (-83.77654 37.29009)
35.61075,-89.94769,344.71,0.46,0.63,2025-06-04,1809,N,VIIRS,n,2.0NRT,295.09,5.14,D,POINT (-89.94769 35.61075)
35.61209,-89.94274,338.77,0.46,0.63,2025-06-04,1809,N,VIIRS,n,2.0NRT,295.89,5.14,D,POINT (-89.94274 35.61209)
38.26986,-75.41532,338.9,0.41,0.37,2025-06-04,1809,N,VIIRS,n,2.0NRT,302.38,8.47,D,POINT (-75.41532 38.26986)
36.2667,-83.79955,331.36,0.42,0.45,2025-06-04,1809,N,VIIRS,n,2.0NRT,297.86,2.05,D,POINT (-83.79955 36.2667)
37.46675,-76.40131,330.63,0.39,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,299.55,1.67,D,POINT (-76.40131 37.46675)
37.20235,-76.59576,332.19,0.39,0.36,2025-06-04,1809,N,VIIRS,n,2.0NRT,301.13,8.23,D,POINT (-76.59576 37.20235)
35.49432,-85.01989,333.22,0.5,0.49,2025-06-04,1809,N,VIIRS,n,2.0NRT,297.08,5.01,D,POINT (-85.01989 35.49432)
36.78988,-76.24248,330.16,0.39,0.36,2025-06-04,1809,N,VIIRS,l,2.0NRT,304.23,1.81,D,POINT (-76.24248 36.78988)
36.78325,-76.24098,331.95,0.39,0.36,2025-06-04,1809,N,VIIRS,l,2.0NRT,305.77,2.69,D,POINT (-76.24098 36.78325)
34.71468,-85.80838,332.29,0.58,0.52,2025-06-04,1809,N,VIIRS,n,2.0NRT,292.88,6.51,D,POINT (-85.80838 34.71468)
34.71616,-85.80219,339.39,0.58,0.52,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.27,11.73,D,POINT (-85.80219 34.71616)
36.35659,-76.80636,331.25,0.38,0.36,2025-06-04,1809,N,VIIRS,l,2.0NRT,302.35,6.61,D,POINT (-76.80636 36.35659)
33.40911,-89.21878,335.12,0.48,0.64,2025-06-04,1809,N,VIIRS,n,2.0NRT,291.35,4.5,D,POINT (-89.21878 33.40911)
33.09309,-89.13,333.52,0.48,0.65,2025-06-04,1809,N,VIIRS,n,2.0NRT,290.0,3.98,D,POINT (-89.13 33.09309)
40.6331,-76.18543,338.41,0.4,0.37,2025-06-04,1811,N,VIIRS,n,2.0NRT,304.19,3.07,D,POINT (-76.18543 40.6331)
38.02893,-84.9168,332.8,0.44,0.46,2025-06-04,1811,N,VIIRS,n,2.0NRT,296.33,4.21,D,POINT (-84.9168 38.02893)
47.12391,-100.72432,353.68,0.65,0.73,2025-06-04,1811,N,VIIRS,n,2.0NRT,299.53,12.09,D,POINT (-100.72432 47.12391)
47.12115,-100.72225,351.8,0.65,0.73,2025-06-04,1811,N,VIIRS,n,2.0NRT,298.14,9.14,D,POINT (-100.72225 47.12115)
47.12408,-100.71405,330.66,0.65,0.73,2025-06-04,1811,N,VIIRS,n,2.0NRT,292.08,9.14,D,POINT (-100.71405 47.12408)
48.5149,-94.60968,331.64,0.33,0.55,2025-06-04,1811,N,VIIRS,n,2.0NRT,296.16,2.28,D,POINT (-94.60968 48.5149)
39.67208,-75.55568,330.98,0.41,0.37,2025-06-04,1811,N,VIIRS,l,2.0NRT,305.32,1.99,D,POINT (-75.55568 39.67208)
39.59222,-75.63342,339.01,0.41,0.37,2025-06-04,1811,N,VIIRS,n,2.0NRT,308.36,4.71,D,POINT (-75.63342 39.59222)
39.14214,-96.5967,355.14,0.78,0.78,2025-06-04,1811,N,VIIRS,n,2.0NRT,294.05,36.81,D,POINT (-96.5967 39.14214)
39.14051,-96.59561,356.51,0.78,0.78,2025-06-04,1811,N,VIIRS,n,2.0NRT,293.97,53.4,D,POINT (-96.59561 39.14051)
43.2552,-75.07147,331.04,0.46,0.39,2025-06-04,1811,N,VIIRS,n,2.0NRT,297.74,1.83,D,POINT (-75.07147 43.2552)
42.71955,-75.24537,331.96,0.45,0.39,2025-06-04,1811,N,VIIRS,n,2.0NRT,301.29,1.97,D,POINT (-75.24537 42.71955)
41.46435,-81.67438,336.75,0.42,0.38,2025-06-04,1811,N,VIIRS,n,2.0NRT,303.87,3.64,D,POINT (-81.67438 41.46435)
41.59587,-76.02009,335.78,0.41,0.37,2025-06-04,1811,N,VIIRS,n,2.0NRT,298.71,2.75,D,POINT (-76.02009 41.59587)
41.43492,-75.5956,337.77,0.42,0.38,2025-06-04,1811,N,VIIRS,l,2.0NRT,308.9,3.46,D,POINT (-75.5956 41.43492)
40.89079,-77.7079,336.4,0.39,0.36,2025-06-04,1811,N,VIIRS,l,2.0NRT,308.06,3.87,D,POINT (-77.7079 40.89079)
40.31142,-80.60586,341.69,0.41,0.37,2025-06-04,1811,N,VIIRS,n,2.0NRT,302.15,2.73,D,POINT (-80.60586 40.31142)
40.39389,-79.85519,338.43,0.4,0.37,2025-06-04,1811,N,VIIRS,n,2.0NRT,307.8,2.43,D,POINT (-79.85519 40.39389)
40.56759,-77.59678,336.63,0.39,0.36,2025-06-04,1811,N,VIIRS,n,2.0NRT,300.05,5.05,D,POINT (-77.59678 40.56759)
38.03001,-84.91197,340.67,0.44,0.46,2025-06-04,1811,N,VIIRS,n,2.0NRT,299.15,9.13,D,POINT (-84.91197 38.03001)
44.7244,-97.53963,352.42,0.58,0.69,2025-06-04,1813,N,VIIRS,n,2.0NRT,291.4,8.37,D,POINT (-97.53963 44.7244)
47.10275,-88.69398,334.23,0.41,0.45,2025-06-04,1813,N,VIIRS,n,2.0NRT,295.11,3.16,D,POINT (-88.69398 47.10275)
45.59516,-92.55542,330.25,0.33,0.55,2025-06-04,1813,N,VIIRS,n,2.0NRT,294.61,1.59,D,POINT (-92.55542 45.59516)
44.3136,-96.73733,330.95,0.55,0.68,2025-06-04,1813,N,VIIRS,n,2.0NRT,295.71,3.15,D,POINT (-96.73733 44.3136)
31.62949,-93.20613,341.67,0.5,0.49,2025-06-04,1947,N,VIIRS,n,2.0NRT,295.14,8.54,D,POINT (-93.20613 31.62949)
30.97706,-98.53986,347.23,0.41,0.37,2025-06-04,1947,N,VIIRS,n,2.0NRT,297.9,22.41,D,POINT (-98.53986 30.97706)
30.99695,-98.045,336.19,0.43,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,299.84,3.64,D,POINT (-98.045 30.99695)
30.9207,-98.02332,332.86,0.43,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,297.62,2.79,D,POINT (-98.02332 30.9207)
30.8468,-90.60071,346.8,0.35,0.56,2025-06-04,1947,N,VIIRS,n,2.0NRT,294.3,5.81,D,POINT (-90.60071 30.8468)
29.96073,-98.9631,348.94,0.4,0.37,2025-06-04,1947,N,VIIRS,n,2.0NRT,296.8,13.6,D,POINT (-98.9631 29.96073)
30.11759,-98.03151,336.34,0.42,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,294.69,3.59,D,POINT (-98.03151 30.11759)
31.25291,-86.13657,337.67,0.64,0.72,2025-06-04,1947,N,VIIRS,n,2.0NRT,287.2,8.19,D,POINT (-86.13657 31.25291)
31.06006,-89.87641,343.38,0.38,0.59,2025-06-04,1947,N,VIIRS,n,2.0NRT,295.27,4.57,D,POINT (-89.87641 31.06006)
31.25489,-86.1348,338.21,0.64,0.72,2025-06-04,1947,N,VIIRS,n,2.0NRT,287.56,8.89,D,POINT (-86.1348 31.25489)
31.0602,-89.87845,335.55,0.38,0.59,2025-06-04,1947,N,VIIRS,n,2.0NRT,294.04,5.29,D,POINT (-89.87845 31.0602)
31.38706,-110.63911,332.0,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,305.75,3.87,D,POINT (-110.63911 31.38706)
30.09039,-100.02158,347.35,0.39,0.36,2025-06-04,1947,N,VIIRS,n,2.0NRT,300.37,6.18,D,POINT (-100.02158 30.09039)
30.09428,-100.01825,330.58,0.39,0.36,2025-06-04,1947,N,VIIRS,n,2.0NRT,297.76,3.18,D,POINT (-100.01825 30.09428)
30.34445,-99.06178,338.22,0.4,0.37,2025-06-04,1947,N,VIIRS,n,2.0NRT,293.52,5.09,D,POINT (-99.06178 30.34445)
31.27072,-91.35831,330.56,0.63,0.54,2025-06-04,1947,N,VIIRS,n,2.0NRT,296.5,4.07,D,POINT (-91.35831 31.27072)
30.6398,-98.0237,331.98,0.42,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,295.85,2.65,D,POINT (-98.0237 30.6398)
30.66789,-98.14513,333.11,0.42,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,294.14,2.95,D,POINT (-98.14513 30.66789)
30.68872,-98.09468,338.02,0.42,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,299.89,7.26,D,POINT (-98.09468 30.68872)
31.38629,-110.64238,338.86,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,303.32,3.87,D,POINT (-110.64238 31.38629)
31.39354,-110.63392,343.32,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,306.07,4.21,D,POINT (-110.63392 31.39354)
31.38288,-110.63444,354.79,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,313.94,5.68,D,POINT (-110.63444 31.38288)
31.3821,-110.63772,350.76,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,312.75,3.87,D,POINT (-110.63772 31.3821)
31.38133,-110.641,352.4,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,311.92,3.87,D,POINT (-110.641 31.38133)
31.39089,-110.62271,367.0,0.32,0.55,2025-06-04,1947,N,VIIRS,h,2.0NRT,310.73,18.7,D,POINT (-110.62271 31.39089)
31.70079,-87.12833,331.1,0.56,0.69,2025-06-04,1947,N,VIIRS,n,2.0NRT,283.92,7.67,D,POINT (-87.12833 31.70079)
31.51693,-91.41413,334.48,0.63,0.54,2025-06-04,1947,N,VIIRS,n,2.0NRT,294.57,6.51,D,POINT (-91.41413 31.51693)
30.89912,-97.85567,338.75,0.43,0.38,2025-06-04,1947,N,VIIRS,n,2.0NRT,299.56,3.49,D,POINT (-97.85567 30.89912)
30.8413,-98.31293,330.73,0.42,0.37,2025-06-04,1947,N,VIIRS,n,2.0NRT,296.74,3.07,D,POINT (-98.31293 30.8413)
31.38442,-110.62784,344.9,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,313.59,9.01,D,POINT (-110.62784 31.38442)
31.38365,-110.63113,349.9,0.32,0.55,2025-06-04,1947,N,VIIRS,n,2.0NRT,313.97,5.68,D,POINT (-110.63113 31.38365)
31.39013,-110.62597,367.0,0.32,0.55,2025-06-04,1947,N,VIIRS,h,2.0NRT,311.05,9.01,D,POINT (-110.62597 31.39013)
